Question,label
"A deck of 52 cards is shuffled. Cards are drawn one at a time without replacement until either all four Aces have been drawn or 10 non-Ace cards have been drawn consecutively, whichever occurs first. What is the probability that all four Aces are drawn before 10 consecutive non-Ace cards?",3
"Let vector v⃗ = (2, -1, 3) and w⃗ = (cos θ, sin θ, 1). If |v⃗| = √14 and |w⃗| = √3, find the maximum and minimum possible values of the dot product v⃗ · w⃗. Express your answer in terms of √42.",6
"The joint probability density function of random variables X and Y is given by f(x,y) = 2(x + y) for 0 ≤ x ≤ 1, 0 ≤ y ≤ 1, and 0 otherwise. Find the marginal probability density function of X.",3
"A six-sided die is rolled 5 times. Calculate the probability of getting at least one 6, expressed as a decimal rounded to three places.",3
"In a 3D coordinate system, planes P: 2x + 3y - z = 4 and Q: x - y + 2z = 6 intersect. Find a vector perpendicular to both planes.",6
"Let V be the vector space of all 3 × 3 matrices over the real numbers. Define a linear transformation L: V → V by L(X) = AX - XA, where A is a fixed 3 × 3 matrix. Express the dimension of the null space of L in terms of the rank of A.",6
"Given the surface z = xy / (x^2 + y^2)^(1/2) for (x,y) ≠ (0,0), and z(0,0) = 0, find the tangent plane to this surface at the point (1,1,1/√2).",2
"A ladder 13 meters long leans against a vertical wall, with its base 5 meters from the wall. If the ladder slides down 2 meters along the wall, how far will its base move outward from the wall? Round your answer to the nearest centimeter.",1
"A binary string of length 8 is generated randomly. If it's known that the string contains exactly three 1's, and the first and last digits are different, what's the probability that the string begins with a 1?",5
"A linear transformation T maps vector (1, 2) to (3, 5) and (2, 1) to (x, y). Determine the number of integer pairs (x, y) for which the determinant of T is 17.",6
"A linear transformation T maps vector (2, 3) to (4, 5) and vector (1, -1) to (3, y). For how many integer values of y is T an invertible transformation?",6
"Consider the equation Ax = b, where A is a 2x2 matrix [[cos θ, -sin θ], [sin θ, cos θ]] and b = (4, 3). Find the number of values of θ in the interval [0, 2π) for which the solution x has integer components.",6
"Let A be a 3x3 matrix with eigenvalues λ₁ = 2, λ₂ = -1, and λ₃ = 5. Calculate the determinant and trace of matrix A⁻¹.",6
"Let vector v⃗ = (2, -1, 3) and w⃗ = (4, 0, -2). Find the angle θ between these vectors using the dot product formula: cos(θ) = (v⃗ · w⃗) / (||v⃗|| ||w⃗||). Express your answer in radians, rounded to two decimal places.",6
"In a survey, respondents rated two products on a scale of 1 to 10. If 2x + y = 15 represents the sum of ratings for product A, and x + 3y = 21 represents the sum for product B, what are the individual ratings (x, y)? A) x = 5, y = 5 B) x = 6, y = 3 C) x = 7, y = 1 D) The ratings cannot be determined E) Multiple rating combinations are possible",6
"Let X be a continuous random variable uniformly distributed on (0,1). Define Y = [-log₂(X)], where [x] is the floor function. Calculate P(Y is a multiple of 3).",3
"In a social network analysis, a connection matrix $C$ is defined where $c_{ij} = \frac{1}{\log(|i-j|+2)}$ for $i \neq j$, and $c_{ii} = 1$. For a $5 \times 5$ matrix $C$, find $\text{tr}(C^2)$ where $\text{tr}$ denotes the trace of the matrix.",6
"At a carnival, a game involves rolling 5 fair six-sided dice. You win if the sum of the dice is a multiple of 5. Calculate the probability of winning this game. Express your answer as a simplified fraction.",3
Find the point(s) of inflection for the function $f(x) = e^{\sqrt{x^2 - 6x + 10}} + \ln(\sqrt{3x^2 - 12x + \tan(x) + 15})$ on the domain where it is defined.,2
Calculate $\lim_{t\to0} \frac{\ln(1+t^2)-\sin(t)}{t^3}$ using L'Hôpital's rule or Taylor series expansion.,2
Two circles with radii 8 cm and 6 cm are externally tangent to each other. Calculate the area of the lune formed by drawing a tangent line to both circles at their point of contact.,1
"A six-sided die is rolled 4 times. Calculate the probability of rolling a 6 exactly once in these 4 rolls, expressing your answer as a decimal rounded to three places.",3
"Six fair dice are rolled simultaneously. What is the probability, expressed as a percentage, that the sum of the numbers shown on the dice is exactly 21?",3
"In a right-angled triangle ABC, the hypotenuse AC = 10 cm and sin(B) = 0.6. Calculate the length of side AB to the nearest tenth of a centimeter.",1
"Let f(m) be the number of positive integer solutions to the equation $\sqrt{\frac{4}{x}}+\sqrt{\frac{m}{y}}=1$, where x and y are positive integers. What is the largest value of m for which f(m) > 0?",4
"For how many positive integers x ≤ 1000 does the equation $\lceil \frac{x}{2} \rceil + \lceil \frac{x}{3} \rceil + \lceil \frac{x}{6} \rceil = x$ hold true? (Here, $\lceil y \rceil$ represents the ceiling function.)",4
"In a bowl of 30 jelly beans, there are 12 red, 10 green, and 8 blue. If you pick 4 jelly beans at random without replacement, what is the probability that you get at least one of each color? Give your answer as a decimal rounded to four places.",3
Let X be a compact Hausdorff space and C(X) be the ring of continuous real-valued functions on X with the sup norm. Prove that the maximal ideals of C(X) are in one-to-one correspondence with the points of X.,7
"Calculate the volume of the solid obtained by rotating the region bounded by $y = \sqrt{x}$, $y = 0$, and $x = 4$ about the y-axis using the shell method.",2
"Find the arc length of the curve defined by x = t - sin t, y = 1 - cos t, for 0 ≤ t ≤ 2π.",2
"A data scientist models the daily number of visitors to a website using a Poisson distribution with mean λ. If the probability of exactly 5 visitors in a day is equal to the probability of exactly 6 visitors, calculate the value of λ.",3
"A factory produces two types of widgets, standard and deluxe. If s represents the number of standard widgets and d represents the number of deluxe widgets produced daily, which of the following systems of equations could represent the factory's daily production and revenue? (A) s + d = 100, 50s + 75d = 6000 (B) 2s + d = 200, 40s + 60d = 8000 (C) s - d = 50, 30s + 45d = 3000 (D) 3s + 2d = 300, 60s + 90d = 12000 (E) s + 2d = 150, 25s + 50d = 5000",6
"At a carnival, players throw darts at a circular target divided into 10 equal wedges. If a player throws 5 darts and each dart has an 80% chance of hitting the target (assume hits are uniformly distributed on the target), what is the probability that at least 3 different wedges are hit? Express your answer as a simplified fraction.",3
"Calculate the volume of the solid obtained by rotating the region bounded by $y = \sqrt{x}$, $y = x^2$, and the y-axis about the x-axis.",2
"Let $V$ be a vector space over $\mathbb{R}$ with basis $\{v_1, v_2, ..., v_n\}$. Define a linear transformation $T: V \rightarrow V$ by $T(v_k) = v_{k+1}$ for $k < n$ and $T(v_n) = v_1$. Find the characteristic polynomial of $T$.",6
"Consider a 4×4 matrix M with entries m_ij = sin(iπ/8 + jπ/8) for i,j ∈ {1,2,3,4}. Calculate the trace of M^T * M, where M^T is the transpose of M.",6
"A cylindrical water tank has a radius of 3 meters and a height of 8 meters. If it is filled to 75% capacity, what is the volume of water in the tank? (Use π = 3.14)",1
"Let f: X → Y be a continuous function between topological spaces. If A is dense in X, prove that f(A) is dense in f(X).",7
A spherical hot air balloon is expanding such that its radius r (in meters) at time t (in minutes) is given by r = √(5t). How fast is the balloon's surface area increasing when the radius is 5 meters?,2
"In a game show, contestants must guess a 4-digit code. Each digit is randomly selected from 0 to 9 with replacement. If a contestant's guess matches the actual code in at least 2 positions, they win a prize. What is the probability of winning, expressed as a percentage?",3
"A bag contains 8 green, 7 yellow, and 5 red candies. If you randomly select 2 candies without replacement, what is the expected number of green candies you will draw?",3
"A continuous random variable X has the cumulative distribution function F(x) = 1 - e^(-x^2/2) for x ≥ 0, and F(x) = 0 for x < 0. Find the probability density function of Y = √X.",3
Let M be an n×n matrix where n≥3. The entry in the i-th row and j-th column is given by sin(iπ/n + jπ/n). Calculate the trace of M^2.,6
"A social network has n users. Each user independently decides to post a status update on a given day with probability p. Let X be the random variable representing the number of users who post a status update. Find an expression for the probability that X is odd, in terms of n and p.",5
"A factory produces light bulbs with lifetimes that follow a normal distribution with a mean of 1000 hours and a standard deviation of 100 hours. If the factory guarantees replacement for any bulb that fails within 850 hours, what percentage of bulbs will need to be replaced? Round your answer to the nearest whole percent.",3
"In a factory, 5% of the products are defective. If 10 products are randomly selected, what is the expected number of defective items in this sample?",3
"A cryptographer designs a system where 5 symbols are randomly generated and displayed in sequence. Each symbol can be %, #, @, &, or $. What's the likelihood that the resulting code is ""%#@&#"", given as a percentage?",3
"Let E be an n × n matrix where E_ij = (i + j) mod n, for i, j ∈ {0, 1, ..., n-1}. If n = 5, find the characteristic polynomial of E.",6
